fiyat;marka;seri;model;yil;km;vites;yakit;kasa;renk;motorHacmi;motorGucu;cekis;yakitTuketimi;yakitDeposu;boyaDegisen;takas;kimden
1.190.750 TL;Audi;A3;A3 Sedan 30 TDI Design;2019;106.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;116 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Galeriden
1.200.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambition;2015;126.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Galeriden
730.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Attraction;2010;148.700 km;Yarı Otomatik;Benzin;Hatchback/3;Gri (metalik);1390 cc;125 hp;Önden Çekiş;5,6 lt;55 lt;-;Takasa Uygun Değil;Sahibinden
420.000 TL;Audi;A3;A3 Sportback 1.6 Ambiente;2000;272.000 km;Otomatik;LPG & Benzin;Hatchback/5;Gri;1595 cc;101 hp;Önden Çekiş;8,6 lt;55 lt;-;-;Sahibinden
830.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2012;266.000 km;Yarı Otomatik;Dizel;Hatchback/3;Beyaz;1598 cc;105 hp;Önden Çekiş;4,2 lt;55 lt;-;-;Sahibinden
767.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2012;145.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;105 hp;Önden Çekiş;4,3 lt;55 lt;-;Takasa Uygun Değil;Sahibinden
610.000 TL;Audi;A3;A3 Sportback 1.6 Sportback Ambiente;2005;195.000 km;Otomatik;LPG & Benzin;Hatchback/5;Gri;1595 cc;102 hp;Önden Çekiş;7,6 lt;55 lt;-;Takasa Uygun Değil;Sahibinden
775.000 TL;Audi;A3;A3 Sportback 1.6 Sportback Attraction;2011;111.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1595 cc;102 hp;Önden Çekiş;6,9 lt;55 lt;-;Takasa Uygun Değil;Sahibinden
1.280.000 TL;Audi;A3;A3 Sedan 1.6 TDI Design Line;2018;71.500 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
859.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambiente;2015;130.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
629.750 TL;Audi;A3;A3 Sportback 1.6 Attraction;2008;250.200 km;Otomatik;LPG & Benzin;Hatchback/5;Beyaz;1595 cc;102 hp;Önden Çekiş;7,6 lt;55 lt;-;Takasa Uygun Değil;Sahibinden
1.000.000 TL;Audi;A3;A3 Sportback 1.0 TFSI Dynamic;2017;95.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;116 hp;Önden Çekiş;4,5 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
990.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambition;2016;126.500 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
1.075.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambition;2015;156.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Sahibinden
720.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambiente;2012;240.000 km;Yarı Otomatik;Dizel;Hatchback/3;Beyaz;1598 cc;105 hp;Önden Çekiş;3,8 lt;50 lt;-;-;Sahibinden
1.120.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2015;220.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
949.750 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2014;124.397 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Yetkili Bayiden
1.800.000 TL;Audi;A3;A3 Sedan 35 TFSI Sport;2021;59.000 km;Yarı Otomatik;Benzin;Sedan;Beyaz;1498 cc;150 hp;Önden Çekiş;5,1 lt;50 lt;-;Takasa Uygun;Galeriden
720.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambition;2012;230.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;105 hp;Önden Çekiş;4,3 lt;55 lt;-;Takasa Uygun Değil;Sahibinden
1.580.000 TL;Audi;A3;A3 Sportback 30 TDI Sport;2019;34.000 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1598 cc;116 hp;Önden Çekiş;4 lt;50 lt;-;-;Sahibinden
1.450.000 TL;Audi;A3;A3 Sedan 1.6 TDI Design Line;2018;94.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1401 - 1600 cm3;101 - 125 HP;Önden Çekiş;-;-;3 boyalı;Takasa Uygun Değil;Sahibinden
2.500.000 TL;Audi;A3;A3 Sedan 35 TFSI Sport;2021;19.000 km;Otomatik;Benzin;Sedan;Sarı;-;-;-;-;-;Belirtilmemiş;-;Sahibinden
1.325.000 TL;Audi;A3;A3 Sedan 35 TFSI Dynamic;2020;82.000 km;Yarı Otomatik;Benzin;Sedan;Beyaz;1498 cc;150 hp;Önden Çekiş;5,1 lt;50 lt;-;Takasa Uygun Değil;Galeriden
362.900 TL;Audi;A3;A3 Sportback 1.8 T Ambiente;1999;172.200 km;Düz;Benzin;Hatchback/5;Bordo;1781 cc;150 hp;Önden Çekiş;7,4 lt;55 lt;-;Takasa Uygun Değil;Galeriden
885.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Attraction;2011;126.400 km;Yarı Otomatik;Benzin;Hatchback/3;Kırmızı;1390 cc;125 hp;Önden Çekiş;5,6 lt;55 lt;-;Takasa Uygun Değil;Galeriden
720.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Ambiente;2011;175.000 km;Yarı Otomatik;Benzin;Hatchback/3;Siyah;1390 cc;125 hp;Önden Çekiş;5,6 lt;55 lt;-;Takasa Uygun;Sahibinden
905.000 TL;Audi;A3;A3 Sedan 1.6 TDI Dynamic;2016;156.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;-;-;Sahibinden
1.065.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambition;2013;142.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Sahibinden
628.000 TL;Audi;A3;A3 Sportback 1.6 Attraction;2005;147.500 km;Otomatik;LPG & Benzin;Hatchback/3;Siyah;1595 cc;102 hp;Önden Çekiş;7,6 lt;55 lt;-;Takasa Uygun Değil;Sahibinden
875.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambiente;2012;136.000 km;Otomatik;Dizel;Hatchback/5;-;-;-;-;-;-;3 boyalı;-;Sahibinden
720.000 TL;Audi;A3;A3 Sportback 1.2 TFSI Attraction;2012;202.000 km;Düz;Benzin;Hatchback/5;Beyaz;1197 cc;105 hp;Önden Çekiş;5,5 lt;55 lt;-;Takasa Uygun Değil;Sahibinden
1.088.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambition;2013;157.000 km;Yarı Otomatik;Dizel;Hatchback/5;Kırmızı;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
1.100.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2015;150.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
725.000 TL;Audi;A3;A3 Sportback 1.6 Attraction;2010;182.500 km;Düz;LPG & Benzin;Hatchback/3;Siyah;1595 cc;102 hp;Önden Çekiş;6,8 lt;55 lt;-;Takasa Uygun;Sahibinden
1.425.000 TL;Audi;A3;A3 Sportback 35 TFSI Dynamic;2020;28.000 km;Yarı Otomatik;Benzin;Hatchback/5;-;1498 cc;150 hp;Önden Çekiş;4,9 lt;50 lt;-;-;Sahibinden
855.000 TL;Audi;A3;A3 Sportback 1.6 TDI Standart;2012;154.000 km;Otomatik;Dizel;Hatchback/3;Beyaz;1601 - 1800 cm3;151 - 175 HP;Önden Çekiş;-;-;1 değişen, 2 boyalı;Takasa Uygun Değil;Galeriden
1.130.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2015;181.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Sahibinden
1.100.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2016;180.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
590.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Ambition;2010;260.000 km;Yarı Otomatik;Benzin;Hatchback/3;Siyah;1390 cc;125 hp;Önden Çekiş;5,6 lt;55 lt;-;Takasa Uygun Değil;Sahibinden
1.090.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2016;115.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
1.100.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambition;2013;60.920 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
620.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Ambition;2009;268.000 km;Yarı Otomatik;Benzin;Hatchback/3;Siyah;1390 cc;125 hp;Önden Çekiş;5,6 lt;55 lt;-;-;Sahibinden
775.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2012;217.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;105 hp;Önden Çekiş;4,3 lt;55 lt;-;-;Sahibinden
700.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Ambition;2009;209.000 km;Yarı Otomatik;LPG & Benzin;Hatchback/5;Beyaz;1390 cc;125 hp;Önden Çekiş;5,8 lt;55 lt;-;Takasa Uygun Değil;Sahibinden
1.300.000 TL;Audi;A3;A3 Sedan 1.0 TFSI Design Line;2017;125.000 km;Yarı Otomatik;Benzin;Sedan;Gri;999 cc;116 hp;Önden Çekiş;4,4 lt;50 lt;-;Takasa Uygun Değil;Galeriden
1.087.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2015;98.791 km;Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Galeriden
1.410.000 TL;Audi;A3;A3 Sedan 1.6 TDI Design Line;2018;45.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;-;Takasa Uygun Değil;Galeriden
1.230.000 TL;Audi;A3;A3 Sportback 1.6 TDI Sport Line;2016;67.436 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;110 hp;Önden Çekiş;3,8 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
1.350.000 TL;Audi;A3;A3 Sedan 1.6 TDI S Line;2014;101.500 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
645.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Ambition;2009;114.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1390 cc;125 hp;Önden Çekiş;5,7 lt;55 lt;-;Takasa Uygun Değil;Galeriden
1.119.900 TL;Audi;A3;A3 Sportback 30 TFSI Dynamic;2019;67.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;116 hp;Önden Çekiş;4,5 lt;50 lt;-;Takasa Uygun;Galeriden
750.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Ambition;2010;200.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1390 cc;125 hp;Önden Çekiş;5,8 lt;55 lt;-;Takasa Uygun Değil;Sahibinden
905.000 TL;Audi;A3;A3 Sedan 1.6 TDI;2016;330.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1401 - 1600 cm3;101 - 125 HP;Önden Çekiş;-;-;7 boyalı;Takasa Uygun Değil;Sahibinden
1.190.000 TL;Audi;A3;A3 Sedan 1.4 TFSI Ambition;2013;118.000 km;Yarı Otomatik;Benzin;Sedan;Mavi (metalik);1395 cc;140 hp;Önden Çekiş;4,7 lt;50 lt;-;Takasa Uygun;Sahibinden
635.000 TL;Audi;A3;A3 Sportback 1.6 Ambition;2008;189.000 km;Düz;Benzin;Hatchback/3;Siyah;1595 cc;102 hp;Önden Çekiş;7 lt;55 lt;-;Takasa Uygun;Sahibinden
950.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2015;165.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
1.120.000 TL;Audi;A3;A3 Sportback 1.6 TDI Dynamic;2018;64.000 km;Düz;Dizel;Hatchback/5;Beyaz;1598 cc;116 hp;Önden Çekiş;4 lt;50 lt;-;Takasa Uygun;Sahibinden
730.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2012;260.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;105 hp;Önden Çekiş;4,3 lt;55 lt;-;-;Sahibinden
810.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2012;202.000 km;Yarı Otomatik;Dizel;Hatchback/5;-;1598 cc;105 hp;Önden Çekiş;4,3 lt;55 lt;1 boyalı;-;Sahibinden
875.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2013;168.800 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
898.880 TL;Audi;A3;A3 Sedan 1.6 TDI Ambiente;2013;228.228 km;Yarı Otomatik;Dizel;Sedan;Füme;-;-;Önden Çekiş;-;-;5 boyalı;-;Sahibinden
600.000 TL;Audi;A3;A3 Sportback 1.6 FSI;2005;224.000 km;Düz;Benzin;Hatchback/5;Gri;1595 cc;115 hp;Önden Çekiş;6,5 lt;55 lt;-;Takasa Uygun Değil;Sahibinden
1.040.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambition;2016;141.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Sahibinden
650.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2011;285.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;105 hp;Önden Çekiş;4,3 lt;55 lt;-;Takasa Uygun;Sahibinden
740.000 TL;Audi;A3;A3 Sportback 2.0 TFSI Ambiente;2007;210.000 km;Yarı Otomatik;LPG & Benzin;Hatchback/3;Siyah;1984 cc;200 hp;Önden Çekiş;7,8 lt;60 lt;-;Takasa Uygun;Sahibinden
940.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2015;158.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
1.140.000 TL;Audi;A3;A3 Sportback 1.0 TFSI Dynamic;2018;58.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;116 hp;Önden Çekiş;4,5 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
575.000 TL;Audi;A3;A3 Sportback 1.6 Ambiente;2007;180.000 km;Otomatik;LPG & Benzin;Hatchback/3;Siyah;1595 cc;102 hp;Önden Çekiş;7,6 lt;55 lt;-;Takasa Uygun;Sahibinden
1.140.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambition;2016;201.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
1.095.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambition;2014;117.750 km;Yarı Otomatik;Dizel;Hatchback/5;Kırmızı;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
1.100.000 TL;Audi;A3;A3 Sportback 1.0 TFSI Dynamic;2017;55.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;116 hp;Önden Çekiş;4,5 lt;50 lt;-;Takasa Uygun;Sahibinden
975.000 TL;Audi;A3;A3 Sedan 1.6 TDI S Line;2015;189.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
1.190.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambition;2015;115.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
999.999 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2015;115.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
780.000 TL;Audi;A3;A3 Sportback 1.4 TFSI;2009;248.000 km;Yarı Otomatik;LPG & Benzin;Hatchback/5;Siyah;1390 cc;125 hp;Önden Çekiş;6,5 lt;55 lt;-;-;Sahibinden
1.050.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2012;210.000 km;Yarı Otomatik;Dizel;Hatchback/3;Beyaz;1598 cc;105 hp;Önden Çekiş;3,8 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
675.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Ambition;2008;232.000 km;Düz;Benzin;Hatchback/5;Siyah;1390 cc;125 hp;Önden Çekiş;6,5 lt;55 lt;-;-;Sahibinden
915.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambiente;2014;160.000 km;Yarı Otomatik;Dizel;Hatchback/5;Füme;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
1.125.000 TL;Audi;A3;A3 Sportback 1.6 TDI Sport Line;2016;180.000 km;Yarı Otomatik;Dizel;Hatchback/5;Mavi (metalik);1598 cc;110 hp;Önden Çekiş;3,8 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
902.500 TL;Audi;A3;A3 Sedan 1.6 TDI Ambition;2014;175.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
599.999 TL;Audi;A3;A3 Sportback 1.6 Sportback Ambition;2007;399.000 km;Otomatik;LPG & Benzin;Hatchback/5;Siyah;1595 cc;102 hp;Önden Çekiş;7,6 lt;55 lt;-;Takasa Uygun;Sahibinden
890.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2014;181.800 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Sahibinden
700.000 TL;Audi;A3;A3 Sportback 1.6 Ambition;2010;150.000 km;Yarı Otomatik;Benzin;Hatchback/3;Beyaz;1595 cc;102 hp;Önden Çekiş;6,7 lt;55 lt;-;-;Sahibinden
949.750 TL;Audi;A3;A3 Sedan 1.6 TDI Ambiente;2014;191.500 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
570.000 TL;Audi;A3;A3 Sportback 1.6 Ambiente;2006;206.000 km;Otomatik;LPG & Benzin;Hatchback/3;Siyah;1595 cc;102 hp;Önden Çekiş;7,6 lt;55 lt;-;-;Sahibinden
550.000 TL;Audi;A3;A3 Sportback 1.6 Attraction;2006;270.000 km;Otomatik;LPG & Benzin;Hatchback/5;Siyah;1595 cc;102 hp;Önden Çekiş;7,6 lt;55 lt;-;-;Sahibinden
750.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Attraction;2011;168.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1390 cc;125 hp;Önden Çekiş;5,7 lt;55 lt;-;-;Sahibinden
950.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2014;122.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
743.000 TL;Audi;A3;A3 Sportback 1.2 TFSI Attraction;2012;181.500 km;Düz;Benzin;Hatchback/5;Siyah;1197 cc;105 hp;Önden Çekiş;5,5 lt;55 lt;-;-;Sahibinden
925.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambition;2012;264.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;105 hp;Önden Çekiş;4,3 lt;55 lt;-;Takasa Uygun;Sahibinden
760.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Ambition;2011;184.000 km;Yarı Otomatik;Benzin;Hatchback/3;Beyaz;1390 cc;125 hp;Önden Çekiş;5,6 lt;55 lt;-;-;Sahibinden
770.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2012;82.000 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1598 cc;105 hp;Önden Çekiş;4,3 lt;55 lt;-;Takasa Uygun Değil;Sahibinden
1.075.000 TL;Audi;A3;A3 Sportback 1.0 TFSI Dynamic;2017;115.000 km;Yarı Otomatik;Benzin;Hatchback/5;Gri;999 cc;116 hp;Önden Çekiş;4,5 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
345.000 TL;Audi;A3;A3 Sportback 1.6 Ambiente;2000;370.000 km;Düz;LPG & Benzin;Hatchback/5;Gri (Gümüş);1595 cc;101 hp;Önden Çekiş;7,6 lt;55 lt;-;Takasa Uygun;Sahibinden
700.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Attraction;2009;140.000 km;Yarı Otomatik;Benzin;Hatchback/5;Gri (metalik);1390 cc;125 hp;Önden Çekiş;5,8 lt;55 lt;-;Takasa Uygun;Sahibinden
905.000 TL;Audi;A3;A3 Sedan 1.6 TDI S Line;2014;259.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
700.000 TL;Audi;A3;A3 Sportback 1.6 Sportback Standart;2011;274.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1595 cc;102 hp;Önden Çekiş;7 lt;55 lt;-;Takasa Uygun Değil;Sahibinden
650.000 TL;Audi;A3;A3 Sportback 1.4 TFSI;2008;137.000 km;Düz;Benzin;Hatchback/5;Siyah;1390 cc;125 hp;Önden Çekiş;6,5 lt;55 lt;-;Takasa Uygun;Sahibinden
375.000 TL;Audi;A3;A3 Sportback 1.6 Ambiente;1999;215.000 km;Düz;Benzin;Hatchback/3;Sarı;1595 cc;101 hp;Önden Çekiş;7,6 lt;55 lt;-;-;Sahibinden
715.000 TL;Audi;A3;A3 Sportback 1.8 TFSI Attraction;2009;127.500 km;Yarı Otomatik;Benzin;Hatchback/5;-;1798 cc;160 hp;Önden Çekiş;6,7 lt;55 lt;2 değişen, 10 boyalı;Takasa Uygun Değil;Sahibinden
795.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2011;55.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;105 hp;Önden Çekiş;4,3 lt;55 lt;-;Takasa Uygun Değil;Sahibinden
705.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Ambition;2009;165.000 km;Düz;Benzin;Hatchback/5;Siyah;1390 cc;125 hp;Önden Çekiş;6 lt;55 lt;-;-;Sahibinden
970.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2014;98.860 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
1.050.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2015;176.500 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Sahibinden
1.050.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2014;178.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
1.200.000 TL;Audi;A3;A3 Sportback 1.6 TDI Sport Line;2016;136.300 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;110 hp;Önden Çekiş;3,8 lt;50 lt;-;Takasa Uygun;Sahibinden
1.000.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2015;125.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
1.275.000 TL;Audi;A3;A3 Sportback 1.6 TDI Dynamic;2017;58.750 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;110 hp;Önden Çekiş;3,8 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
950.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambiente;2014;148.000 km;Yarı Otomatik;Dizel;Hatchback/5;Gri (Gümüş);1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Sahibinden
820.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambiente;2013;261.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Sahibinden
1.488.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambition;2016;71.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
400.000 TL;Audi;A3;A3 Sportback 1.8 Ambiente;2000;345.000 km;Otomatik;LPG & Benzin;Hatchback/3;Gri;1781 cc;125 hp;Önden Çekiş;8,5 lt;55 lt;-;-;Sahibinden
715.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2012;172.500 km;Yarı Otomatik;Dizel;Hatchback/3;Beyaz;1598 cc;105 hp;Önden Çekiş;3,8 lt;50 lt;-;-;Sahibinden
375.000 TL;Audi;A3;A3 Sportback 1.6 Ambiente;1999;215.000 km;Düz;LPG & Benzin;Hatchback/3;Sarı;1595 cc;101 hp;Önden Çekiş;7,6 lt;55 lt;-;Takasa Uygun Değil;Sahibinden
300.000 TL;Audi;A3;A3 Sportback 1.6 Attraction;1999;297.000 km;Düz;LPG & Benzin;Hatchback/5;Mavi;1595 cc;101 hp;Önden Çekiş;7,6 lt;55 lt;-;-;Sahibinden
950.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2016;160.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
